序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
458,600389, 江山股份,13.56,-1.38,0.061,0.142,15.5,0.407,1.175,0.107,1.789,3,3.0,4,10.38,14.33,-3.94,23.98,12.55,11.44
459,2211, 宏达新材,4.19,1.95,0.893,0.752,15.5,1.017,3.077,1.823,7.13,1,4.0,5,9.37,0.0,9.37,17.93,14.56,3.36
460,600105, 永鼎股份,5.92,0.34,0.185,1.367,15.48,1.625,8.841,0.143,4.302,3,4.0,4,13.64,9.86,3.78,23.2,23.99,-0.79
461,300124, 汇川技术,74.65,0.88,0.068,0.195,15.48,0.182,0.735,-0.136,0.316,3,4.0,5,19.03,17.98,1.05,32.86,29.99,2.88
462,603076, 乐惠国际,22.87,-0.57,0.051,0.189,15.41,-0.105,0.079,-0.446,0.37,3,3.0,4,0.11,0.59,-0.48,24.79,16.94,7.85
464,603125, 常青科技,19.56,0.0,0.16,0.627,15.4,-0.076,-0.462,-1.561,-0.349,1,2.0,2,10.05,0.71,9.34,14.71,16.72,-2.01
465,600482, 中国动力,22.2,-0.85,0.023,0.144,15.39,-0.215,-0.41,-0.339,-0.51,2,2.0,4,7.22,9.43,-2.21,28.36,22.65,5.7
466,688110, 东芯股份,31.11,0.45,0.241,0.564,15.38,-0.257,-2.122,-0.056,-0.615,1,2.0,6,14.27,8.95,5.32,29.42,28.9,0.52
467,600456, 宝钛股份,28.55,0.32,0.133,0.23,15.37,0.14,0.436,-0.071,0.53,1,3.0,4,9.33,6.44,2.89,23.88,17.68,6.2
469,2026, 山东威达,11.14,1.18,0.229,0.494,15.36,0.376,0.009,0.269,1.86,2,3.0,6,4.02,0.89,3.13,29.16,24.22,4.94
470,600353, 旭光电子,8.81,2.44,0.255,1.489,15.35,2.43,7.957,2.145,6.531,2,3.0,4,8.48,6.17,2.31,25.64,23.97,1.66
471,688372, 伟测科技,86.38,1.64,0.409,0.579,15.32,2.809,4.312,3.782,4.488,5,5.0,8,9.57,10.71,-1.14,32.51,23.26,9.25
472,601136, 首创证券,21.25,1.19,0.437,1.212,15.27,-0.157,-1.754,-0.799,-2.206,3,3.0,4,11.14,9.15,1.99,29.38,25.79,3.59
473,2391, 长青股份,5.04,-0.59,0.119,-0.044,15.26,-0.274,-1.214,-0.217,-1.696,1,1.0,3,14.4,0.0,14.4,20.79,17.54,3.25
474,601566, 九牧王,8.36,-0.83,0.079,0.164,15.25,-0.043,1.381,-0.071,1.413,1,4.0,7,2.88,0.27,2.62,17.33,8.94,8.39
475,3029, 吉大正元,24.75,1.14,0.041,1.419,15.25,-0.267,0.672,0.457,-0.393,1,2.0,4,5.36,4.81,0.55,24.33,23.91,0.42
477,2978, 安宁股份,31.5,0.32,0.123,0.126,15.22,-0.171,0.342,-0.293,0.806,1,3.0,5,3.72,0.0,3.72,28.12,20.78,7.34
479,600993, 马应龙,23.59,-0.97,0.073,0.156,15.18,0.038,-0.261,-0.459,0.166,2,2.0,3,4.41,5.26,-0.85,27.59,18.59,9.0
481,2745, 木林森,9.03,2.61,0.474,0.416,15.1,0.828,0.112,-0.311,-0.333,2,2.0,4,9.23,3.18,6.05,31.35,27.31,4.03
482,2780, 三夫户外,10.75,-0.74,0.144,1.073,15.08,-0.685,2.729,-0.963,2.542,1,3.0,5,5.92,3.53,2.39,15.96,13.27,2.69
484,2932, 明德生物,18.77,0.32,0.106,0.152,15.07,-0.41,-0.648,-0.513,-1.524,1,1.0,3,0.0,0.0,0.0,17.17,4.48,12.69
485,300011, 鼎汉技术,8.43,1.44,0.463,1.339,15.04,0.959,5.774,-0.433,2.498,4,4.0,4,6.96,4.62,2.34,26.99,22.95,4.04
486,2372, 伟星新材,11.53,-1.2,0.035,0.118,15.04,0.095,0.431,0.041,0.744,3,4.0,5,8.93,0.0,8.93,14.54,15.52,-0.98
487,300953, 震裕科技,149.96,0.51,0.265,0.735,15.03,1.457,2.417,0.23,-0.75,3,4.0,7,23.47,22.14,1.33,31.39,29.05,2.33
488,603416, 信捷电气,52.86,2.42,0.198,0.379,15.02,-0.632,-1.087,-1.065,-1.343,2,2.0,3,15.46,3.78,11.67,23.3,27.77,-4.47
489,688648, 中邮科技,25.04,0.24,0.223,0.325,15.0,0.317,-0.193,-0.299,-0.382,4,4.0,5,0.39,0.0,0.39,24.84,14.42,10.42
490,603916, 苏博特,7.69,0.13,0.083,0.292,14.98,0.323,0.748,-0.007,0.032,3,3.0,4,2.48,1.29,1.19,20.37,13.68,6.69
492,300405, 科隆股份,4.91,0.0,0.238,1.286,14.95,-0.99,1.574,-1.305,0.813,1,3.0,5,2.57,0.0,2.57,20.56,17.0,3.56
493,301131, 聚赛龙,37.79,1.18,0.538,1.856,14.93,1.157,6.125,1.229,7.174,2,4.0,7,0.0,0.0,0.0,24.32,16.6,7.72
494,688020, 方邦股份,36.62,1.08,0.123,0.13,14.91,0.271,-0.285,0.085,-0.109,1,3.0,5,6.49,0.0,6.49,18.94,13.56,5.37
497,600008, 首创环保,3.05,-0.97,0.044,0.129,14.86,0.171,1.016,0.253,1.865,1,3.0,7,16.46,11.13,5.33,27.42,28.01,-0.59
498,688353, 华盛锂电,25.15,1.62,0.143,0.218,14.85,-0.788,-0.116,0.435,2.054,1,1.0,4,3.71,13.75,-10.04,34.35,15.75,18.6
499,2538, 司尔特,5.62,-1.75,-0.012,0.522,14.84,-0.267,2.015,-0.206,4.52,0,1.0,3,4.87,7.57,-2.71,22.58,20.76,1.82
500,300671, 富满微,37.17,1.86,0.18,1.264,14.81,-0.045,-1.448,-0.821,-0.414,1,3.0,4,4.4,3.71,0.69,24.49,21.17,3.32
501,2079, 苏州固锝,11.14,2.3,0.027,2.107,14.79,0.605,4.473,0.201,3.005,3,4.0,5,7.17,5.46,1.71,22.4,23.68,-1.29
502,603586, 金麒麟,14.53,1.25,0.076,0.481,14.78,-0.28,-0.01,-1.079,-0.939,1,2.0,2,3.86,3.2,0.66,15.22,9.44,5.77
503,1287, 中电港,21.65,0.56,0.058,1.022,14.75,0.323,2.442,-0.805,0.132,3,3.0,3,2.53,6.5,-3.97,29.85,24.21,5.64
504,2578, 闽发铝业,3.15,0.0,0.095,1.078,14.74,-0.357,2.615,-1.201,-1.25,1,2.0,2,1.76,0.0,1.76,18.15,16.09,2.05
505,688090, 瑞松科技,50.01,0.02,0.13,0.581,14.72,-0.33,0.745,-0.35,1.237,2,3.0,5,12.71,16.34,-3.64,35.36,28.62,6.74
506,2454, 松芝股份,7.11,2.45,0.138,0.446,14.71,-0.263,-0.176,-0.523,-0.308,1,1.0,2,9.18,3.3,5.87,18.27,16.95,1.32
507,2351, 漫步者,16.67,2.33,0.441,1.161,14.69,-0.878,-0.695,-3.725,-5.621,1,2.0,3,4.23,3.55,0.69,27.38,20.83,6.55
508,3012, 东鹏控股,5.95,-1.0,0.052,0.092,14.68,-0.049,0.604,-0.142,0.528,1,2.0,4,3.17,0.57,2.6,17.18,8.8,8.38
510,300357, 我武生物,22.4,1.13,0.096,0.171,14.67,0.151,0.739,0.628,0.702,1,3.0,6,6.31,7.12,-0.81,33.43,25.34,8.1
512,300939, 秋田微,33.44,0.84,0.173,0.256,14.64,0.033,-0.392,-0.517,-1.436,1,2.0,2,9.19,0.0,9.19,22.68,22.47,0.21
514,600736, 苏州高新,6.1,1.5,0.193,1.114,14.61,0.674,1.875,-0.39,-0.824,3,3.0,3,7.68,5.12,2.55,24.49,22.97,1.52
515,688059, 华锐精密,60.11,2.61,0.418,0.18,14.59,1.781,1.925,1.239,1.674,5,5.0,6,14.64,12.42,2.22,31.96,22.76,9.19
516,2529, 海源复材,7.33,0.69,0.056,1.664,14.58,-1.778,0.185,-0.934,2.052,1,1.0,3,3.46,4.14,-0.68,18.66,16.43,2.24
517,2962, 五方光电,17.19,0.41,0.162,1.803,14.55,-0.498,6.132,-2.396,5.309,1,3.0,3,3.59,4.46,-0.87,19.33,15.02,4.31
519,603223, 恒通股份,9.26,-0.32,0.099,0.01,14.52,-0.197,-0.391,-0.437,-0.334,1,2.0,3,6.45,1.29,5.16,24.28,15.28,9.0
520,300037, 新宙邦,34.81,-0.46,0.05,0.657,14.51,0.4,1.383,0.591,2.054,3,3.0,7,6.05,5.76,0.29,24.44,22.56,1.88
522,688509, 正元地信,4.33,0.46,0.204,0.241,14.49,-0.514,-1.022,-0.457,0.181,2,2.0,4,2.92,1.45,1.48,23.26,13.69,9.57
523,301158, 德石股份,14.62,1.46,0.138,1.043,14.49,0.372,2.29,0.09,3.132,2,4.0,5,0.0,2.06,-2.06,20.99,13.87,7.12
524,2412, 汉森制药,6.11,-0.65,0.039,0.37,14.46,-0.076,-0.004,-0.22,0.415,2,3.0,7,0.0,0.0,0.0,18.93,14.22,4.71
525,688579, 山大地纬,11.09,0.54,0.258,0.178,14.46,0.418,-0.096,-0.751,-3.792,1,3.0,4,10.17,3.76,6.41,22.91,17.74,5.17
526,688005, 容百科技,38.6,1.58,0.203,0.31,14.45,0.92,1.014,1.255,2.054,3,3.0,7,6.77,6.93,-0.16,37.14,29.93,7.22
527,300100, 双林股份,45.71,-0.02,0.253,2.072,14.44,-0.612,-3.905,-1.401,-7.5,1,2.0,4,6.37,7.0,-0.62,26.91,23.39,3.51
528,3005, 竞业达,40.11,2.69,1.011,1.296,14.44,4.223,-1.333,1.142,-8.435,1,2.0,4,10.35,3.03,7.32,24.25,22.22,2.03
529,600693, 东百集团,5.55,0.91,0.752,0.54,14.43,-0.552,-3.92,-2.916,-11.535,1,1.0,2,6.01,1.31,4.7,22.12,14.85,7.27
531,2947, 恒铭达,38.06,2.04,0.302,0.919,14.41,0.599,-3.674,0.542,-3.301,2,4.0,6,11.65,10.94,0.71,28.21,23.83,4.38
532,605399, 晨光新材,11.53,0.35,0.094,0.21,14.4,-0.391,-0.613,-0.902,-0.632,1,2.0,4,3.24,3.13,0.12,22.11,13.32,8.79
533,603369, 今世缘,49.57,-0.04,0.028,0.12,14.39,0.082,0.249,0.159,0.393,4,4.0,6,8.84,3.49,5.35,15.0,13.74,1.26
534,605167, 利柏特,9.45,1.18,0.081,0.144,14.38,-0.459,-1.529,-0.693,-0.939,1,1.0,2,2.28,0.05,2.23,23.07,15.5,7.57
535,2285, 世联行,2.57,0.39,0.107,0.48,14.35,-0.119,0.488,0.558,7.957,1,2.0,5,6.37,4.13,2.24,29.55,27.52,2.03
536,2173, 创新医疗,10.84,2.75,0.975,1.911,14.31,3.792,-2.653,2.017,-11.568,1,2.0,4,8.2,6.26,1.94,29.58,24.3,5.29
537,301127, 天源环保,17.98,2.68,0.31,0.116,14.3,0.235,-0.893,0.257,-0.475,1,3.0,5,15.23,5.28,9.95,36.67,35.94,0.73
538,848, 承德露露,8.28,-1.08,0.017,0.191,14.29,0.021,0.406,0.112,1.434,1,2.0,5,0.0,2.77,-2.77,23.63,17.71,5.92
539,2752, 昇兴股份,5.53,-1.07,0.086,0.082,14.26,-0.327,-1.164,-0.865,-1.136,1,1.0,2,5.76,0.0,5.76,21.78,16.39,5.39
540,300681, 英搏尔,40.99,2.73,0.497,1.417,14.26,-0.624,1.908,-4.212,-1.878,1,3.0,3,17.46,17.29,0.17,33.15,29.47,3.68
541,688085, 三友医疗,18.3,0.49,0.066,0.03,14.25,0.394,0.494,0.294,0.691,3,3.0,5,4.63,0.0,4.63,26.5,18.7,7.8
542,600515, 海南机场,3.69,0.82,0.077,0.05,14.2,0.047,-0.134,-0.157,0.041,2,2.0,2,21.42,13.47,7.95,23.66,21.72,1.94
544,600222, 太龙药业,5.56,0.54,0.29,0.401,14.18,1.276,4.818,0.24,2.832,5,5.0,5,8.01,4.12,3.89,31.35,27.24,4.11
546,2306, 中科云网,2.62,1.16,0.652,0.113,14.15,-1.297,-3.779,-0.581,-1.438,1,1.0,4,13.61,3.34,10.27,23.27,20.4,2.86
547,2203, 海亮股份,9.61,-0.52,0.034,0.019,14.15,0.257,-0.125,0.447,-0.522,1,4.0,7,2.28,0.0,2.28,32.84,23.59,9.26
548,300932, 三友联众,14.93,-1.45,0.049,0.461,14.15,-0.279,-1.836,-0.442,-2.624,1,3.0,4,8.75,3.11,5.64,19.63,22.26,-2.64
549,601880, 辽港股份,1.55,-0.64,0.004,0.033,14.14,0.0,0.116,-0.015,0.044,1,2.0,5,23.0,19.07,3.93,28.34,30.97,-2.63
551,601107, 四川成渝,4.76,-1.24,0.018,0.124,14.1,0.082,0.716,0.054,0.836,2,4.0,7,7.36,0.39,6.96,18.31,20.95,-2.65
552,2760, 凤形股份,19.38,1.79,0.774,1.793,14.08,2.083,2.037,0.012,-0.557,3,3.0,3,6.06,2.48,3.58,23.07,18.9,4.17
553,600975, 新五丰,6.08,-0.33,0.175,0.089,14.07,-0.281,-0.332,-1.389,-0.869,1,2.0,4,8.88,1.84,7.04,27.05,22.57,4.48
554,688508, 芯朋微,57.77,2.74,0.351,0.859,14.06,1.647,3.562,0.776,3.232,3,3.0,4,8.41,4.55,3.86,30.71,28.76,1.95
556,688237, 超卓航科,26.53,2.51,0.101,0.829,14.01,0.356,1.928,0.055,2.394,4,4.0,6,0.57,0.0,0.57,28.95,26.27,2.68
557,688032, 禾迈股份,108.27,1.17,0.093,0.093,13.99,-0.338,-0.389,-0.173,0.037,1,1.0,5,12.53,7.18,5.35,25.7,21.81,3.89
559,300129, 泰胜风能,7.19,0.98,0.141,0.401,13.95,0.108,-0.075,0.377,0.471,2,3.0,6,5.67,3.74,1.93,28.39,24.23,4.16
560,603015, 弘讯科技,13.68,1.33,0.35,1.729,13.94,0.51,5.247,-1.52,1.314,1,2.0,3,8.23,3.43,4.8,21.31,21.32,0.0
561,600156, 华升股份,4.82,1.47,0.369,-0.075,13.94,-0.356,-0.349,-1.028,-0.712,1,1.0,2,6.45,2.41,4.04,21.4,10.74,10.66
562,688291, 金橙子,24.61,0.0,0.957,1.881,13.9,2.271,6.371,1.522,6.112,6,5.0,6,3.33,0.17,3.16,19.28,12.65,6.62
564,300281, 金明精机,6.06,1.0,0.089,1.415,13.87,0.582,10.565,-0.13,10.337,1,3.0,3,4.66,1.22,3.44,18.57,19.6,-1.03
565,600379, 宝光股份,9.44,-0.63,0.063,0.084,13.85,0.0,-0.143,-0.451,-0.481,1,2.0,2,6.67,0.17,6.5,21.11,17.79,3.32
566,600853, 龙建股份,3.72,-1.33,0.085,0.747,13.77,0.03,2.98,-0.53,3.452,2,3.0,5,3.56,2.79,0.77,18.89,15.73,3.17
567,300379, 东方通,18.36,0.05,0.35,2.101,13.76,1.54,4.569,-1.112,-0.531,3,3.0,4,10.18,7.61,2.57,24.7,23.75,0.95
568,600148, 长春一东,19.57,-0.31,0.072,0.362,13.75,-0.008,-0.663,-1.02,-0.742,2,3.0,3,0.05,2.03,-1.98,23.02,15.17,7.84
569,2496, 辉丰股份,1.65,2.48,0.259,0.835,13.74,-0.306,1.675,-0.624,2.894,2,3.0,4,10.89,7.11,3.79,30.36,29.84,0.52
570,600557, 康缘药业,13.57,0.52,-0.028,0.535,13.73,-0.263,0.578,-0.572,1.733,0,1.0,2,7.34,8.43,-1.09,16.63,17.79,-1.16
571,2239, 奥特佳,3.23,0.94,0.176,0.57,13.7,0.164,-1.265,-0.665,-2.898,4,4.0,4,10.58,9.74,0.84,26.06,21.89,4.16
572,2088, 鲁阳节能,11.92,-0.17,0.021,0.227,13.66,-0.075,0.197,0.018,0.724,1,2.0,5,0.0,0.0,0.0,12.08,6.32,5.76
573,11, 深物业A,8.31,-0.6,0.056,0.068,13.65,-0.132,-0.542,-0.294,-0.921,1,1.0,2,0.0,0.0,0.0,26.31,16.08,10.23
574,603499, 翔港科技,26.4,0.15,0.07,0.38,13.64,-1.394,-0.531,-3.272,-2.462,1,1.0,1,9.5,1.55,7.96,19.15,22.51,-3.35
575,300602, 飞荣达,24.29,1.21,0.105,1.897,13.64,0.592,4.205,0.768,7.304,1,3.0,5,8.2,9.54,-1.34,32.61,30.15,2.45
576,605088, 冠盛股份,36.69,-1.9,0.122,0.579,13.63,2.05,2.755,2.876,1.779,6,5.0,9,6.55,10.05,-3.5,27.95,20.39,7.56
577,600243, 青海华鼎,3.18,1.92,0.122,2.276,13.62,0.137,3.698,-1.898,1.32,2,4.0,5,2.54,2.52,0.01,22.05,20.04,2.01
579,300496, 中科创达,67.95,1.12,0.324,1.082,13.61,1.156,5.742,-2.437,-0.644,2,3.0,4,14.37,12.78,1.59,32.24,30.05,2.2
580,869, 张0裕Ａ,21.52,-0.83,0.011,0.061,13.6,0.041,0.249,0.008,0.304,1,2.0,4,0.0,2.35,-2.35,17.41,8.21,9.2
581,2762, 金发拉比,5.69,1.25,0.447,1.094,13.58,-0.031,-0.615,-1.186,-0.187,1,2.0,3,0.0,1.81,-1.81,22.88,12.37,10.51
582,2719, 麦趣尔,7.76,1.31,0.094,2.198,13.55,-0.398,2.567,-0.536,-0.411,1,2.0,3,2.03,0.0,2.03,16.26,16.25,0.01
583,2352, 顺丰控股,40.99,-1.32,0.02,0.035,13.53,0.197,0.16,0.213,0.066,1,4.0,7,11.65,6.75,4.91,22.94,20.3,2.64
584,600908, 无锡银行,5.64,-0.88,0.015,0.086,13.52,0.095,0.842,0.313,1.245,1,4.0,7,9.74,4.78,4.96,29.16,31.04,-1.88
585,910, 大亚圣象,7.51,-0.79,0.009,0.078,13.48,-0.018,0.541,-0.129,0.988,1,3.0,4,14.51,18.87,-4.35,25.85,19.34,6.51
586,300968, 格林精密,20.89,1.26,0.218,1.11,13.29,0.208,-0.91,-1.502,-5.505,1,2.0,3,6.67,4.65,2.01,27.64,25.75,1.89
587,300467, 迅游科技,19.78,1.33,0.361,1.496,13.28,-1.285,-4.939,-6.285,-22.886,1,2.0,3,1.69,3.88,-2.19,22.74,14.41,8.33
588,601101, 昊华能源,7.16,-0.56,0.033,0.187,13.28,-0.531,0.007,-0.698,0.625,1,1.0,3,0.26,0.03,0.24,14.21,7.07,7.14
589,605086, 龙高股份,32.95,2.78,0.071,0.36,13.26,-0.112,0.829,0.113,3.103,1,2.0,5,3.76,3.7,0.06,29.67,25.86,3.81
591,603960, 克来机电,21.3,1.82,0.293,0.457,13.16,-0.124,-0.102,-0.451,-0.478,1,2.0,3,6.26,5.48,0.78,27.86,20.87,7.0
592,601018, 宁波港,3.53,-1.4,-0.002,0.039,13.12,-0.006,0.142,-0.001,0.319,0,1.0,4,11.48,7.98,3.51,15.9,20.78,-4.88
593,688328, 深科达,17.35,0.64,0.217,0.465,13.11,0.676,1.345,0.223,1.537,1,2.0,3,6.81,3.22,3.59,20.87,16.65,4.23
594,601968, 宝钢包装,4.66,-0.85,0.009,0.164,13.09,0.047,0.424,-0.162,0.742,4,4.0,5,11.02,3.04,7.98,12.27,18.16,-5.89
595,300218, 安利股份,16.98,1.31,0.148,0.79,13.06,-0.763,-2.386,-1.22,0.136,1,1.0,3,4.08,3.69,0.39,26.63,22.88,3.75
596,600392, 盛和资源,11.13,-0.09,0.066,0.185,13.05,-0.182,-1.169,-1.143,-2.537,2,3.0,3,5.35,1.83,3.52,24.48,21.61,2.87
597,603708, 家家悦,9.99,-0.6,0.041,0.204,13.05,-0.07,0.488,-0.179,-0.331,1,2.0,4,0.53,0.01,0.52,16.24,9.62,6.62
598,603711, 香飘飘,14.3,0.49,0.075,0.324,13.04,-0.489,-1.541,-0.818,-3.158,1,1.0,3,2.33,2.69,-0.36,22.85,16.88,5.97
599,688272, 富吉瑞,35.43,1.96,0.173,0.482,13.04,2.704,4.624,3.209,4.396,6,5.0,8,3.74,5.57,-1.82,30.98,23.49,7.49
600,301169, 零点有数,44.44,1.44,0.345,0.231,13.03,0.114,-0.49,-0.507,-4.321,1,2.0,4,0.85,2.74,-1.89,27.24,14.53,12.72
601,2870, 香山股份,36.64,-0.27,0.426,0.721,13.01,2.966,4.126,2.244,5.229,2,3.0,5,8.89,3.66,5.23,23.64,21.14,2.5
602,603281, 江瀚新材,23.64,-1.05,0.018,0.135,13.01,-0.075,0.635,-0.043,1.055,2,2.0,4,0.78,0.0,0.78,14.69,9.68,5.02
603,600668, 尖峰集团,10.06,-0.3,0.033,0.134,13.0,-0.145,0.183,-0.319,0.069,1,1.0,3,5.12,4.27,0.85,17.58,12.01,5.57
605,688516, 奥特维,45.65,1.31,0.131,0.23,12.97,0.715,1.122,0.808,1.063,2,3.0,6,8.16,8.72,-0.56,36.89,30.68,6.22
607,300279, 和晶科技,6.98,1.45,0.422,-0.04,12.86,0.287,-1.981,-0.448,-4.246,1,2.0,2,7.13,2.26,4.87,27.51,18.97,8.54
608,2942, 新农股份,15,-1.32,0.153,-0.018,12.83,-0.267,-1.202,-0.8,-2.047,1,1.0,2,0.0,0.0,0.0,23.76,10.61,13.15
609,2967, 广电计量,20.23,1.3,0.044,0.794,12.81,0.076,2.307,-0.18,3.044,2,2.0,3,1.11,1.28,-0.17,18.08,15.51,2.57
610,600639, 浦东金桥,10.65,-1.11,0.017,0.107,12.81,-0.028,0.169,-0.096,0.158,1,3.0,4,0.2,8.55,-8.35,23.46,10.67,12.8
612,688570, 天玛智控,20.72,1.47,0.07,0.12,12.72,-0.106,-0.759,-0.29,-0.756,1,3.0,4,0.83,0.21,0.62,26.84,19.23,7.61
613,301166, 优宁维,29.34,0.51,0.131,0.332,12.72,-0.088,-0.519,-0.5,-3.052,1,2.0,3,0.0,0.0,0.0,15.58,6.05,9.53
614,2001, 新 和 成,21.44,-1.02,0.005,0.101,12.71,0.051,0.21,0.074,0.219,7,5.0,7,14.25,14.15,0.1,24.27,23.44,0.83
615,603366, 日出东方,12.4,0.9,0.185,1.647,12.7,-0.732,-2.666,-4.746,-12.627,1,1.0,1,8.3,4.4,3.91,19.29,20.22,-0.93
616,688033, 天宜上佳,6.23,0.97,0.097,0.365,12.69,-0.023,-0.481,-0.058,-0.101,2,3.0,4,6.48,1.09,5.4,23.64,23.81,-0.17
617,2664, 信质集团,20.98,0.82,0.381,0.503,12.68,1.795,0.866,0.744,-2.603,3,4.0,5,21.63,18.26,3.37,27.69,25.05,2.64
621,2043, 兔 宝 宝,10.45,-1.04,0.041,0.201,12.63,0.107,0.626,0.321,2.656,1,3.0,7,6.9,2.7,4.2,17.58,16.65,0.93
622,688199, 久日新材,16.29,1.05,0.091,0.155,12.58,-0.025,0.103,-0.299,-0.175,1,3.0,4,9.78,4.81,4.97,13.47,9.35,4.12
623,301133, 金钟股份,23.57,1.77,0.144,0.172,12.57,0.083,0.298,-0.107,-0.278,1,4.0,5,0.43,0.0,0.43,20.78,10.99,9.8
624,600618, 氯碱化工,10.14,-0.98,0.025,0.246,12.55,-0.229,-0.61,-1.008,-3.429,2,3.0,5,6.09,0.87,5.22,22.0,24.55,-2.55
626,600887, 伊利股份,27.44,-0.29,0.051,0.018,12.53,0.211,0.255,0.289,0.457,9,5.0,9,10.23,11.95,-1.72,34.51,22.64,11.87
627,603178, 圣龙股份,18.57,0.98,0.072,0.472,12.53,-0.123,-0.528,-0.503,-1.034,2,2.0,2,2.16,0.62,1.54,22.06,19.33,2.72
