序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
628,301121, 紫建电子,61.44,2.14,0.595,2.168,12.51,-1.393,-3.547,-2.635,1.384,1,1.0,2,3.57,3.9,-0.33,28.81,23.6,5.21
629,301160, 翔楼新材,90.4,2.76,-0.184,2.39,12.5,-1.18,1.861,-3.675,-3.103,0,1.0,2,8.95,7.8,1.14,32.2,34.71,-2.5
630,2158, 汉钟精机,19.4,0.94,0.157,0.099,12.49,0.3,-0.377,-0.004,0.135,1,3.0,4,7.63,3.23,4.4,24.92,19.22,5.7
631,1216, 华瓷股份,13.01,2.85,0.102,0.887,12.48,-0.186,1.436,-0.328,1.822,1,2.0,4,1.16,0.0,1.16,20.87,18.29,2.58
632,300984, 金沃股份,70.24,-0.18,0.368,0.368,12.47,-0.45,-0.069,-1.19,-3.052,1,2.0,4,12.94,6.81,6.13,30.25,28.79,1.46
633,415, 渤海租赁,3.56,1.14,0.103,0.295,12.45,-0.327,0.099,-0.327,1.122,1,2.0,4,10.07,5.52,4.55,26.95,26.62,0.33
634,601086, 国芳集团,4.85,2.54,0.117,0.628,12.45,-0.032,-0.24,-0.492,-3.075,1,2.0,3,4.24,0.72,3.52,18.49,16.81,1.68
635,603901, 永创智能,10.1,2.12,0.193,0.478,12.44,-0.69,-1.294,-3.023,-9.175,2,2.0,2,7.08,3.38,3.7,22.35,19.44,2.92
636,300747, 锐科激光,20.57,0.83,0.055,0.352,12.44,0.189,1.584,-0.495,0.262,3,3.0,3,6.15,5.47,0.68,27.56,25.21,2.35
639,688669, 聚石化学,15.65,0.06,0.089,-0.017,12.39,-0.124,-0.757,-0.484,-1.218,1,2.0,2,2.99,0.0,2.99,22.98,12.93,10.05
641,300371, 汇中股份,10.32,-0.96,0.196,0.976,12.37,0.176,2.829,0.021,2.875,1,3.0,3,0.0,0.0,0.0,11.36,2.85,8.51
642,300375, 鹏翎股份,5.08,0.99,0.319,0.497,12.32,0.159,-0.237,-1.263,-1.098,2,3.0,3,8.71,4.03,4.68,26.37,23.86,2.51
644,300925, 法本信息,28.08,1.92,0.655,1.372,12.31,-1.044,-0.875,-6.367,-13.721,1,2.0,3,8.99,8.21,0.77,31.59,26.88,4.71
645,426, 兴业银锡,12.62,-1.17,0.008,0.107,12.31,-0.339,-1.008,-0.685,-0.842,1,2.0,4,5.71,17.2,-11.49,38.12,25.52,12.6
648,2845, 同兴达,16.78,1.27,-0.141,3.507,12.27,-0.919,1.774,-0.229,2.145,0,1.0,4,2.74,6.36,-3.62,23.09,20.89,2.2
649,2716, 湖南白银,3.56,-0.56,0.048,0.315,12.21,-0.583,1.399,-1.039,0.958,1,2.0,3,10.55,4.34,6.21,20.64,23.73,-3.09
650,603663, 三祥新材,21.56,1.79,0.174,0.285,12.2,0.693,1.446,0.191,-3.578,1,3.0,4,7.44,4.24,3.2,29.79,26.37,3.43
651,715, 中兴商业,6.48,0.15,-0.007,0.971,12.18,-0.343,2.392,-0.562,0.621,0,1.0,3,1.75,0.0,1.75,19.09,21.14,-2.05
652,301279, 金道科技,22.63,0.76,0.257,1.332,12.18,-1.227,-2.583,-2.538,-3.391,2,2.0,2,0.0,0.0,0.0,16.06,9.37,6.69
653,300837, 浙矿股份,21.79,0.55,0.222,0.149,12.14,0.116,0.223,0.262,0.655,1,2.0,3,5.79,0.11,5.69,20.65,16.1,4.55
656,688109, 品茗科技,29.8,0.68,0.231,0.321,12.12,0.063,0.264,-1.216,-2.379,1,2.0,2,10.05,9.2,0.84,20.13,12.91,7.22
657,600403, 大有能源,2.71,-0.37,0.021,0.117,12.12,-0.083,0.413,-0.051,0.419,2,2.0,5,0.0,0.0,0.0,14.67,7.92,6.75
658,600035, 楚天高速,4.25,-1.39,0.0,0.226,12.12,-0.061,0.654,-0.198,0.633,0,1.0,3,1.05,4.84,-3.79,20.66,16.91,3.75
660,1965, 招商公路,13.27,1.22,0.009,0.056,12.1,-0.135,-0.11,-0.202,-0.119,1,1.0,3,1.19,5.38,-4.18,23.29,14.88,8.41
661,601872, 招商轮船,6.31,-0.47,0.0,0.113,12.1,-0.083,0.422,-0.102,0.796,3,3.0,5,7.54,6.91,0.62,20.28,20.74,-0.46
662,688021, 奥福环保,11.22,0.45,0.104,0.146,12.09,0.064,0.287,-0.055,0.71,1,3.0,4,11.27,0.0,11.27,4.19,5.0,-0.81
663,603399, 永杉锂业,8.99,0.22,0.048,0.584,12.03,-0.183,-0.04,-0.736,-0.644,2,2.0,3,3.44,7.13,-3.68,21.85,15.75,6.09
665,600218, 全柴动力,8.69,-1.36,-0.323,2.472,12.02,1.022,5.564,0.179,3.149,0,3.0,4,4.48,5.76,-1.28,20.24,24.55,-4.32
666,300752, 隆利科技,20.7,0.49,0.174,0.907,12.02,0.669,-0.327,0.185,-1.837,1,2.0,4,4.8,2.84,1.96,20.79,18.2,2.58
667,600623, 华谊集团,6.59,-1.05,0.011,0.087,11.99,-0.09,0.278,-0.445,0.107,1,2.0,2,0.8,6.08,-5.27,32.78,25.11,7.67
668,601007, 金陵饭店,6.71,-0.74,0.016,0.359,11.95,0.034,1.06,0.075,2.426,2,3.0,6,0.67,0.62,0.05,19.65,18.04,1.61
669,603685, 晨丰科技,12.57,0.0,0.049,-0.007,11.94,-0.163,-0.056,-0.461,-0.24,1,1.0,1,6.86,0.0,6.86,14.72,9.31,5.41
670,2600, 领益智造,10.49,0.38,0.139,0.483,11.92,0.477,-0.405,-0.324,-2.095,1,3.0,5,17.51,14.08,3.43,25.81,25.79,0.02
671,895, 双汇发展,26.34,-0.04,0.008,0.056,11.87,0.188,0.1,0.33,0.17,8,5.0,9,1.04,3.14,-2.1,23.88,18.23,5.66
672,600830, 香溢融通,9.65,-1.53,0.014,0.571,11.86,-0.228,-0.241,-0.546,-2.517,2,2.0,4,16.0,10.39,5.61,16.21,21.23,-5.02
673,301386, 未来电器,21.19,0.86,0.088,1.296,11.86,0.33,2.327,-0.081,3.848,3,3.0,5,0.0,0.0,0.0,23.6,21.49,2.11
674,301319, 唯特偶,33.03,2.83,0.342,1.701,11.83,-0.082,-0.024,-1.115,0.261,1,3.0,4,4.66,1.96,2.7,21.23,19.34,1.89
675,2643, 万润股份,11.51,1.14,0.013,0.593,11.82,0.156,1.722,0.057,1.992,1,3.0,5,3.32,5.04,-1.73,29.77,27.49,2.28
676,2497, 雅化集团,12.45,0.57,0.073,0.173,11.75,-0.187,-1.573,-0.169,-2.373,1,2.0,5,10.04,1.42,8.62,20.39,22.82,-2.43
677,600741, 华域汽车,17.74,1.26,0.019,0.092,11.75,-0.012,0.368,0.066,0.684,1,3.0,6,6.23,4.26,1.97,20.07,17.47,2.6
678,1230, 劲旅环境,17.95,-0.22,0.102,0.256,11.73,0.17,-0.377,0.015,-0.83,2,2.0,5,0.0,0.0,0.0,15.54,6.79,8.75
679,603696, 安记食品,8.33,-0.12,0.094,0.545,11.71,-0.154,0.703,-0.542,0.024,1,2.0,4,0.65,0.01,0.64,10.6,3.68,6.91
680,2039, 黔源电力,14.45,-1.23,0.02,0.115,11.7,-0.37,-0.294,-0.764,-0.956,1,1.0,1,4.62,4.59,0.03,21.63,17.63,4.0
682,688255, 凯尔达,45.29,-1.46,0.052,1.002,11.68,-0.563,0.897,-3.886,2.27,2,2.0,3,11.61,10.52,1.1,35.81,36.14,-0.33
684,2132, 恒星科技,2.89,0.7,0.081,0.284,11.66,-0.52,-0.811,0.148,2.747,1,2.0,7,7.97,5.14,2.83,24.56,22.88,1.68
685,603890, 春秋电子,13.74,0.29,-0.337,2.225,11.65,0.53,10.334,-1.911,8.15,0,3.0,4,6.27,16.25,-9.98,25.64,20.13,5.51
686,688201, 信安世纪,10.11,1.0,0.186,0.221,11.65,0.115,1.147,-0.978,-2.376,1,4.0,6,10.73,2.32,8.42,19.89,20.06,-0.17
687,2090, 金智科技,10.08,-0.49,-0.173,1.951,11.64,0.411,5.37,-0.581,-4.134,0,2.0,5,5.0,8.28,-3.28,24.82,24.16,0.66
688,2191, 劲嘉股份,4.12,-0.72,0.005,0.257,11.63,-0.19,0.254,0.135,2.815,1,2.0,5,0.0,0.0,0.0,21.65,20.86,0.78
689,1360, 南矿集团,13.71,1.26,0.107,0.254,11.63,0.046,-0.197,-0.633,-0.573,1,3.0,3,9.43,7.65,1.78,8.52,1.98,6.54
690,779, 甘咨询,9.18,2.0,0.277,0.711,11.62,0.069,-0.706,-0.123,-2.815,1,3.0,5,6.8,4.45,2.35,22.18,18.32,3.87
691,603283, 赛腾股份,66.67,2.82,0.34,0.427,11.62,0.425,0.563,0.023,1.014,3,3.0,5,14.92,9.5,5.42,30.36,29.77,0.58
692,600358, 国旅联合,3.77,1.34,0.348,0.438,11.62,0.738,0.838,-0.594,-11.145,1,3.0,3,4.71,4.07,0.64,27.42,20.26,7.16
693,601121, 宝地矿业,6.09,-0.49,0.022,0.438,11.59,-0.446,1.734,-1.291,2.179,1,1.0,1,0.26,0.86,-0.6,13.44,10.13,3.31
694,601011, 宝泰隆,2.84,0.35,0.104,0.665,11.59,1.496,-1.54,0.861,-4.475,1,3.0,4,7.6,5.94,1.66,24.63,23.3,1.33
695,2379, 宏创控股,9.96,-0.8,0.062,0.169,11.58,0.185,0.708,-1.273,-2.751,3,4.0,4,7.17,7.98,-0.81,32.57,27.34,5.22
697,300724, 捷佳伟创,66.14,0.3,0.102,0.458,11.53,0.02,0.05,-0.561,0.31,2,3.0,4,7.93,8.49,-0.56,30.95,27.28,3.67
699,688448, 磁谷科技,33.1,2.7,0.678,-0.293,11.51,-0.443,-1.934,-0.325,0.944,1,2.0,3,10.52,1.8,8.72,27.27,21.69,5.58
700,2561, 徐家汇,8.39,-0.24,0.07,0.412,11.5,-0.247,0.696,-1.094,-1.619,2,3.0,4,6.95,4.4,2.55,18.77,17.3,1.47
701,301413, 安培龙,100.02,1.96,0.351,0.865,11.47,1.197,5.29,-1.924,-2.792,2,4.0,5,9.8,6.6,3.2,26.7,24.68,2.02
702,726, 鲁0泰Ａ,6.06,-1.94,0.005,0.355,11.47,-0.183,1.013,-0.219,2.261,1,3.0,4,2.06,4.24,-2.17,30.27,27.76,2.51
703,2921, 联诚精密,12.91,1.73,0.361,0.445,11.44,-0.331,-2.682,0.445,-2.479,1,2.0,6,4.53,1.64,2.89,21.72,16.14,5.57
705,601116, 三江购物,11.8,-0.34,0.184,0.57,11.41,-2.663,-5.29,-1.829,-3.856,1,1.0,4,11.37,4.77,6.59,15.45,16.38,-0.92
706,600426, 华鲁恒升,20.02,-1.14,0.012,0.101,11.41,0.031,1.144,-0.063,0.827,2,3.0,4,7.39,11.38,-3.99,27.61,21.48,6.13
707,2030, 达安基因,6.63,1.22,0.184,0.453,11.39,-0.171,-1.397,0.727,-0.651,1,2.0,4,6.79,5.26,1.52,26.88,22.82,4.05
709,3043, 华亚智能,44.55,2.18,0.222,0.532,11.37,0.223,-0.655,0.24,-0.408,1,4.0,5,5.58,0.0,5.58,14.3,12.11,2.19
710,301045, 天禄科技,23.6,2.61,0.302,1.252,11.35,-0.202,-0.346,-1.17,0.536,2,3.0,3,1.22,1.97,-0.75,22.66,16.62,6.04
711,300441, 鲍斯股份,9.59,1.7,0.236,0.273,11.34,-1.509,-2.572,-1.361,-2.249,1,1.0,2,5.99,3.03,2.96,24.16,19.06,5.1
712,600989, 宝丰能源,15.82,0.13,0.025,0.015,11.32,0.094,-0.178,0.158,-0.311,7,5.0,9,11.32,9.41,1.91,30.26,23.86,6.4
713,300947, 德必集团,18.96,2.88,0.451,0.324,11.31,-0.135,-2.13,-1.363,-2.937,1,1.0,2,7.82,3.97,3.85,20.67,15.25,5.43
714,600231, 凌钢股份,1.72,0.0,0.039,0.013,11.31,0.008,0.514,-0.042,0.098,1,2.0,4,11.48,0.32,11.16,24.37,25.62,-1.25
715,601117, 中国化学,7.2,-0.96,0.002,0.108,11.27,0.077,0.362,-0.085,0.571,2,3.0,4,20.1,18.81,1.29,21.59,22.51,-0.92
716,688498, 源杰科技,151.01,2.31,0.346,0.602,11.26,0.27,0.366,0.48,0.611,2,2.0,5,17.16,12.13,5.03,28.04,28.11,-0.06
717,1328, 登康口腔,32.09,0.6,0.167,0.5,11.26,-0.68,-1.762,-1.414,-2.56,2,2.0,3,0.54,0.0,0.54,14.03,6.36,7.67
718,2992, 宝明科技,65.51,1.28,0.159,0.034,11.25,0.285,-0.262,0.444,0.591,2,3.0,6,4.16,2.62,1.55,34.66,25.85,8.8
719,688184, 帕瓦股份,14.34,0.49,0.051,0.192,11.24,-0.061,-0.509,0.12,0.062,2,3.0,5,0.0,0.0,0.0,22.17,16.37,5.79
720,601012, 隆基绿能,16.58,1.34,0.046,0.156,11.23,0.251,0.31,0.282,0.463,2,3.0,5,17.14,14.55,2.59,25.6,24.85,0.74
722,605005, 合兴股份,16.4,0.61,0.023,0.091,11.2,-0.078,-0.37,-0.125,-0.291,2,2.0,3,0.33,0.0,0.33,14.52,7.59,6.93
724,603167, 渤海轮渡,8.08,-1.1,0.007,0.319,11.18,-0.277,0.566,-0.366,1.347,2,3.0,6,7.93,9.05,-1.12,12.64,10.71,1.94
725,2332, 仙琚制药,9.71,-1.02,-0.004,0.269,11.16,-0.248,-0.112,-0.79,1.209,0,1.0,2,4.58,10.09,-5.51,26.59,21.41,5.17
726,300542, 新晨科技,22.05,1.33,0.162,1.049,11.16,-0.355,-1.494,-1.52,-1.5,2,2.0,4,4.62,3.93,0.69,24.51,22.06,2.45
727,301548, 崇德科技,49.3,-0.22,0.615,1.183,11.09,3.518,6.087,4.133,11.804,2,4.0,7,6.01,4.48,1.54,34.83,31.37,3.46
728,300285, 国瓷材料,19.24,-0.72,0.067,0.402,11.08,0.85,0.142,1.154,0.667,4,4.0,7,5.42,2.77,2.65,21.38,20.45,0.93
730,2820, 桂发祥,11.83,0.0,0.227,1.812,11.05,-0.308,0.512,-1.542,-2.425,1,2.0,3,4.3,0.0,4.3,11.55,11.13,0.43
731,603931, 格林达,24.03,0.29,0.09,0.143,11.04,0.098,-0.553,0.054,-0.576,2,3.0,6,6.36,1.72,4.64,16.61,13.22,3.39
732,600489, 中金黄金,12.54,-1.1,-0.001,0.128,10.99,0.143,0.417,-0.162,-0.683,0,3.0,3,14.11,15.01,-0.9,29.58,28.73,0.85
734,603069, 海汽集团,18.17,-1.36,0.001,0.326,10.98,0.034,0.382,-0.248,0.429,2,2.0,3,9.44,2.65,6.79,13.58,20.23,-6.65
736,2384, 东山精密,35.06,2.19,-0.09,0.685,10.95,-0.005,1.732,-0.935,1.018,0,2.0,3,20.83,24.75,-3.92,29.68,27.24,2.44
737,603351, 威尔药业,25.26,1.12,0.053,0.004,10.94,-0.025,-0.402,0.161,-0.207,1,1.0,6,7.89,0.0,7.89,11.77,8.91,2.86
738,600109, 国金证券,8.68,-0.91,-0.02,0.179,10.92,-0.209,0.8,-0.557,0.848,0,1.0,2,5.1,5.38,-0.28,23.33,26.46,-3.13
739,301528, 多浦乐,42.18,1.27,0.164,0.315,10.9,-0.053,0.127,-0.677,-0.478,1,3.0,3,0.0,0.0,0.0,21.63,13.99,7.64
740,975, 山金国际,16.63,-1.6,0.018,0.133,10.9,-0.017,0.239,-0.234,-0.477,1,2.0,4,6.97,6.03,0.94,23.94,22.22,1.72
741,600886, 国投电力,14.12,-0.84,0.004,0.077,10.88,0.121,0.154,0.137,0.017,1,3.0,6,6.3,10.41,-4.11,23.33,18.0,5.33
742,300772, 运达股份,12.8,2.15,0.16,0.17,10.87,0.161,-0.654,-0.145,-1.871,2,3.0,3,3.32,4.99,-1.67,23.37,13.4,9.97
743,603011, 合锻智能,8.03,0.5,0.211,0.76,10.83,-1.122,3.839,-0.908,5.123,2,3.0,6,7.95,6.36,1.59,23.02,20.26,2.76
744,600814, 杭州解百,8.65,1.29,0.243,0.641,10.83,0.631,1.686,0.681,-0.412,1,3.0,5,5.56,2.71,2.85,21.39,18.41,2.99
745,603682, 锦和商管,5.93,0.17,0.409,-0.01,10.82,-0.075,-3.586,-0.578,-8.314,1,3.0,6,18.34,4.34,14.0,14.26,17.24,-2.98
746,300243, 瑞丰高材,10.16,1.7,0.081,0.912,10.8,-0.872,-1.66,-0.902,-0.158,1,2.0,3,4.14,3.8,0.34,24.82,23.14,1.68
747,603726, 朗迪集团,16.49,0.67,0.063,0.35,10.75,-0.154,-0.483,0.082,-0.205,1,1.0,4,8.21,8.16,0.06,13.46,9.04,4.43
748,603999, 读者传媒,6.47,0.15,0.067,0.731,10.74,1.124,6.449,0.577,5.409,5,5.0,6,3.24,3.34,-0.09,19.11,16.37,2.73
750,300350, 华鹏飞,5.54,-0.54,0.092,0.654,10.68,-0.182,2.17,-0.541,0.179,2,2.0,4,0.0,0.0,0.0,22.2,18.53,3.68
751,300753, 爱朋医疗,21.67,0.65,0.55,1.449,10.67,0.356,-1.348,-1.802,-12.228,2,3.0,5,6.96,1.96,5.0,26.22,26.02,0.19
752,600587, 新华医疗,16.54,-0.84,0.022,0.228,10.61,0.828,2.582,0.826,4.044,5,5.0,8,9.66,8.86,0.8,23.75,22.8,0.95
753,2597, 金禾实业,24.35,0.62,0.097,0.052,10.59,-0.049,-1.854,0.322,-1.246,1,2.0,6,12.38,7.89,4.49,26.36,22.62,3.74
754,688269, 凯立新材,27.08,1.65,0.125,0.305,10.59,0.169,0.1,0.13,0.525,1,2.0,4,1.76,0.37,1.39,21.93,16.9,5.04
755,603219, 富佳股份,17.49,1.22,0.229,0.305,10.54,0.403,1.664,-0.475,1.052,2,3.0,4,10.43,2.7,7.73,22.15,23.01,-0.86
757,600488, 津药药业,4.23,-1.17,0.024,0.081,10.54,0.006,0.112,0.05,0.522,2,2.0,4,0.54,0.13,0.42,15.69,9.12,6.57
758,603898, 好莱客,9.62,1.48,0.065,0.321,10.52,0.017,0.879,-0.011,0.868,1,2.0,4,0.07,0.0,0.07,13.33,6.82,6.51
761,300635, 中达安,10.25,-0.29,0.141,0.523,10.5,-0.408,0.296,-0.682,-1.033,1,3.0,5,6.65,6.22,0.43,18.45,14.01,4.44
762,600258, 首旅酒店,12.85,-0.77,-0.003,0.242,10.48,-0.167,0.529,-0.333,2.633,0,2.0,4,7.53,6.52,1.01,22.53,23.83,-1.31
763,600801, 华新水泥,11.74,-0.76,0.022,0.041,10.46,-0.06,0.198,-0.233,0.358,1,2.0,2,2.93,4.73,-1.8,23.37,14.87,8.5
764,300684, 中石科技,29.34,0.86,0.28,1.833,10.46,-0.706,-0.853,0.886,10.964,1,2.0,4,7.17,5.32,1.85,26.44,25.72,0.72
765,300112, 万讯自控,10.12,2.22,0.325,1.212,10.45,0.297,-0.377,0.42,2.405,2,3.0,6,2.81,2.15,0.66,24.52,20.51,4.01
766,600420, 国药现代,11.19,-1.24,0.042,0.063,10.42,0.281,0.5,0.45,1.591,8,5.0,9,11.06,6.21,4.85,20.02,18.32,1.7
767,301129, 瑞纳智能,25.1,1.5,0.537,0.465,10.41,1.033,5.599,-0.225,3.52,4,4.0,5,0.42,0.0,0.42,23.33,15.05,8.28
768,2437, 誉衡药业,2.46,-0.81,0.098,0.172,10.4,-0.558,-0.917,-1.13,-2.623,1,1.0,2,9.81,5.06,4.75,22.9,21.74,1.16
769,600714, 金瑞矿业,9.93,-0.7,0.135,0.281,10.39,-0.526,-1.534,-1.286,-3.036,2,2.0,4,3.4,5.18,-1.78,30.32,23.24,7.08
770,301176, 逸豪新材,18.4,1.38,0.414,0.802,10.39,-0.208,-1.568,-1.086,0.849,1,2.0,2,3.63,0.0,3.63,15.91,11.92,3.99
771,2470, 金正大,2.02,-1.94,0.127,0.388,10.37,0.708,2.8,-0.041,0.685,1,4.0,4,7.27,9.19,-1.92,29.14,23.34,5.8
772,600717, 天津港,4.54,-1.09,-0.009,0.15,10.35,0.036,0.777,0.216,1.289,0,2.0,6,3.22,3.68,-0.46,20.82,22.49,-1.67
775,603536, 惠发食品,10.34,-0.67,0.124,0.862,10.29,-0.155,-0.705,-3.042,-11.441,1,3.0,3,4.09,0.59,3.49,11.39,10.03,1.36
776,1319, 铭科精技,29.21,2.46,0.814,2.882,10.29,-0.415,-0.664,-6.541,-13.224,1,3.0,3,3.55,2.86,0.69,27.57,24.09,3.48
777,688215, 瑞晟智能,27.4,1.59,0.049,0.354,10.25,0.395,0.753,0.195,-0.462,3,4.0,6,5.74,0.0,5.74,16.16,18.32,-2.16
778,603995, 甬金股份,18.83,-1.57,0.038,0.212,10.25,0.171,0.9,0.32,1.529,1,2.0,6,0.89,0.61,0.28,13.44,7.92,5.52
779,300568, 星源材质,11.65,1.3,0.172,0.511,10.24,1.304,1.314,1.32,2.485,4,4.0,7,13.05,8.21,4.85,26.75,27.92,-1.16
780,605179, 一鸣食品,19.4,0.05,0.128,0.492,10.24,-0.156,-2.708,-0.882,-2.8,2,3.0,5,4.37,2.12,2.25,16.42,13.2,3.23
781,688, 国城矿业,12.04,-0.58,-0.001,0.101,10.23,-0.242,-0.15,-0.382,-0.051,0,1.0,2,0.0,5.06,-5.06,27.87,23.09,4.77
782,600838, 上海九百,8.51,0.35,0.117,0.278,10.2,0.25,0.898,-0.811,-2.315,2,3.0,4,14.56,17.48,-2.93,26.57,19.62,6.95
783,301469, 恒达新材,24.48,-0.53,0.057,0.473,10.19,0.3,0.692,0.151,-0.246,2,4.0,6,0.0,0.0,0.0,13.84,9.23,4.61
784,2562, 兄弟科技,4.31,0.0,0.173,0.014,10.18,-0.634,-2.73,-2.145,-4.868,1,1.0,1,7.8,0.1,7.71,23.06,20.81,2.25
785,600547, 山东黄金,24.32,-1.18,0.004,0.097,10.18,-0.057,-0.013,-0.326,-0.378,2,3.0,3,10.18,18.53,-8.35,30.73,21.73,9.0
786,688106, 金宏气体,18.36,0.33,0.023,0.162,10.15,0.086,-0.025,0.02,-0.538,1,3.0,6,5.11,1.92,3.2,20.57,20.7,-0.13
789,2574, 明牌珠宝,4.75,-0.42,0.08,0.051,10.15,0.118,-1.346,0.268,0.39,3,3.0,6,6.09,0.0,6.09,18.16,15.6,2.55
790,688388, 嘉元科技,19.17,0.63,0.117,0.286,10.12,0.531,0.455,0.606,1.782,2,3.0,5,13.7,12.78,0.92,27.68,24.69,3.0
792,688719, 爱科赛博,35.26,2.41,0.433,0.416,10.12,0.933,-1.182,1.091,-0.925,1,2.0,4,6.04,7.04,-1.0,32.42,24.74,7.68
794,300849, 锦盛新材,13.85,-1.28,-0.055,0.529,10.12,-0.008,-0.14,0.461,2.043,0,3.0,6,10.74,4.57,6.17,17.37,26.63,-9.26
795,3020, 立方制药,17.76,-1.5,0.04,0.322,10.11,-0.071,-0.218,-0.201,0.202,2,2.0,4,0.0,4.4,-4.4,21.34,13.63,7.71
797,600661, 昂立教育,11.19,-0.89,0.083,0.333,10.06,-0.827,-4.076,-0.723,-7.509,1,2.0,4,6.61,4.36,2.25,21.51,19.57,1.94
798,601218, 吉鑫科技,3.17,0.63,0.125,-0.061,10.04,0.299,-0.053,0.232,0.065,3,4.0,6,11.44,6.27,5.18,26.63,18.8,7.83
799,600020, 中原高速,3.95,-1.25,0.003,0.078,10.02,0.097,0.648,-0.066,0.86,1,3.0,3,0.38,0.13,0.26,23.79,23.03,0.75
